char,unicode,standard_rank,status,current_cnbe,current_cnbe_hex,proposed_cnbe,proposed_cnbe_hex,current_radix,proposed_radix,current_radix_name,proposed_radix_name,current_strokes,proposed_strokes,current_struct_type,proposed_struct_type,current_struct_name,proposed_struct_name,index_preserved,human_decision_id,target_dataset,source_table_write_status,database_rebuild_status
施,U+65BD,1634,COPIED_DATASET_PATCH_APPLIED,1444117456,0x56137BD0,1179253712,0x4649FBD0,86,70,火,方,2,9,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
闺,U+95FA,1635,COPIED_DATASET_PATCH_APPLIED,392888224,0x176AFFA0,2840395680,0xA94CFFA0,23,169,匸,门,13,9,5,9,top-left-wrap,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
闻,U+95FB,1636,COPIED_DATASET_PATCH_APPLIED,410222512,0x18737FB0,2840395696,0xA94CFFB0,24,169,十,门,14,9,6,9,top-right-wrap,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
闽,U+95FD,1637,COPIED_DATASET_PATCH_APPLIED,444891088,0x1A847FD0,2840395728,0xA94CFFD0,26,169,卩,门,16,9,8,9,top-wrap,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阀,U+9600,1638,COPIED_DATASET_PATCH_APPLIED,496861184,0x1D9D8000,2840363008,0xA94C8000,29,169,又,门,19,9,11,9,full-wrap,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
阁,U+9601,1639,COPIED_DATASET_PATCH_APPLIED,514195472,0x1EA60010,2840363024,0xA94C8010,30,169,口,门,20,9,12,9,triangle,上三包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
差,U+5DEE,1640,COPIED_DATASET_PATCH_APPLIED,227868384,0x0D94FEE0,810221280,0x304AFEE0,13,48,冂,工,18,9,9,5,bottom-wrap,左上包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
美,U+7F8E,1642,COPIED_DATASET_PATCH_APPLIED,1027971296,0x3D4598E0,2068355296,0x7B4898E0,61,123,心,羊,8,9,11,1,full-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
姜,U+59DC,1643,COPIED_DATASET_PATCH_APPLIED,703839680,0x29F3BDC0,642301376,0x2648BDC0,41,38,寸,女,30,9,7,1,bottom-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
叛,U+53DB,1644,COPIED_DATASET_PATCH_APPLIED,40000944,0x02625DB0,491380144,0x1D49DDB0,2,29,丨,又,12,9,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
送,U+9001,1645,COPIED_DATASET_PATCH_APPLIED,3458015248,0xCE1D2010,2722897936,0xA24C2010,206,162,鼎,辶,3,9,10,8,left-wrap,左下包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
类,U+7C7B,1646,COPIED_DATASET_PATCH_APPLIED,2195351472,0x82DA67B0,625534896,0x2548E7B0,130,37,肉,大,27,9,4,1,up-mid-down,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
迷,U+8FF7,1647,COPIED_DATASET_PATCH_APPLIED,3300925296,0xC4C01F70,2722897776,0xA24C1F70,196,162,鳥,辶,24,9,0,8,single,左下包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
籽,U+7C7D,1648,COPIED_DATASET_PATCH_APPLIED,2230020048,0x84EB67D0,2001332176,0x7749E7D0,132,119,自,米,29,9,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
娄,U+5A04,1649,COPIED_DATASET_PATCH_APPLIED,1363427392,0x51444040,642302016,0x2648C040,81,38,比,女,8,9,8,1,top-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
前,U+524D,1650,COPIED_DATASET_PATCH_APPLIED,546096336,0x208CC4D0,306758864,0x1248C4D0,32,18,土,刂,17,9,9,1,bottom-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
首,U+9996,1651,COPIED_DATASET_PATCH_APPLIED,1530607968,0x5B3B3960,3108518240,0xB9483960,91,185,片,首,7,9,6,0,top-right-wrap,独体字,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
逆,U+9006,1652,COPIED_DATASET_PATCH_APPLIED,3544260704,0xD3412060,2722898016,0xA24C2060,211,162,齒,辶,8,9,2,8,left-mid-right,左下包,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
兹,U+5179,1653,COPIED_DATASET_PATCH_APPLIED,582137744,0x22B2B790,2353575824,0x8C48B790,34,140,夂,艹,22,9,5,1,top-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
总,U+603B,1654,COPIED_DATASET_PATCH_APPLIED,2928681904,0xAE9023B0,1028170672,0x3D48A3B0,174,61,青,心,18,9,0,1,single,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
炼,U+70BC,1655,COPIED_DATASET_PATCH_APPLIED,2010655680,0x77D82BC0,1447668672,0x5649ABC0,119,86,米,火,27,9,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
炸,U+70B8,1656,COPIED_DATASET_PATCH_APPLIED,1941744512,0x73BCAB80,1447668608,0x5649AB80,115,86,禾,火,23,9,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
烁,U+70C1,1657,COPIED_DATASET_PATCH_APPLIED,2081074192,0x7C0AAC10,1447668752,0x5649AC10,124,86,羽,火,1,9,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
炮,U+70AE,1658,COPIED_DATASET_PATCH_APPLIED,1768827616,0x696E2AE0,1447668448,0x5649AAE0,105,86,癶,火,13,9,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
炫,U+70AB,1659,COPIED_DATASET_PATCH_APPLIED,1716824752,0x6654AAB0,1447668400,0x5649AAB0,102,86,田,火,10,9,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
烂,U+70C2,1660,COPIED_DATASET_PATCH_APPLIED,2098408480,0x7D132C20,1447668768,0x5649AC20,125,86,老,火,2,9,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
剃,U+5243,1661,COPIED_DATASET_PATCH_APPLIED,373179440,0x163E4430,306824240,0x1249C430,22,18,匚,刂,7,9,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洼,U+6D3C,1662,COPIED_DATASET_PATCH_APPLIED,1341191104,0x4FF0F3C0,1430909888,0x5549F3C0,79,85,殳,氵,30,9,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洁,U+6D01,1663,COPIED_DATASET_PATCH_APPLIED,336850960,0x1413F010,1430908944,0x5549F010,20,85,勹,氵,2,9,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洪,U+6D2A,1664,COPIED_DATASET_PATCH_APPLIED,1030025888,0x3D64F2A0,1430909600,0x5549F2A0,61,85,心,氵,12,9,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洒,U+6D12,1665,COPIED_DATASET_PATCH_APPLIED,631107872,0x259DF120,1430909216,0x5549F120,37,85,大,氵,19,9,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
柒,U+67D2,1666,COPIED_DATASET_PATCH_APPLIED,3208846624,0xBF431D20,1263050016,0x4B489D20,191,75,鬥,木,8,9,6,1,top-right-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浇,U+6D47,1667,COPIED_DATASET_PATCH_APPLIED,1515615344,0x5A567470,1430910064,0x5549F470,90,85,爿,氵,10,9,12,3,triangle,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浊,U+6D4A,1668,COPIED_DATASET_PATCH_APPLIED,1567192224,0x5D6974A0,1430910112,0x5549F4A0,93,85,牛,氵,13,9,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洞,U+6D1E,1669,COPIED_DATASET_PATCH_APPLIED,838693344,0x31FD71E0,1430909408,0x5549F1E0,49,85,己,氵,31,9,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
测,U+6D4B,1670,COPIED_DATASET_PATCH_APPLIED,1584526512,0x5E71F4B0,1430910128,0x5549F4B0,94,85,犬,氵,14,9,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洗,U+6D17,1671,COPIED_DATASET_PATCH_APPLIED,717353328,0x2AC1F170,1430909296,0x5549F170,42,85,小,氵,24,9,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
活,U+6D3B,1672,COPIED_DATASET_PATCH_APPLIED,1323856816,0x4EE873B0,1430909872,0x5549F3B0,78,85,歹,氵,29,9,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
派,U+6D3E,1673,COPIED_DATASET_PATCH_APPLIED,1359606752,0x5109F3E0,1430909920,0x5549F3E0,81,85,比,氵,1,9,3,3,up-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洽,U+6D3D,1674,COPIED_DATASET_PATCH_APPLIED,1358525392,0x50F973D0,1430909904,0x5549F3D0,80,85,母,氵,31,9,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
染,U+67D3,1675,COPIED_DATASET_PATCH_APPLIED,3226180912,0xC04B9D30,1263050032,0x4B489D30,192,75,鬯,木,9,9,7,1,bottom-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洛,U+6D1B,1676,COPIED_DATASET_PATCH_APPLIED,786690480,0x2EE3F1B0,1430909360,0x5549F1B0,46,85,山,氵,28,9,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浏,U+6D4F,1677,COPIED_DATASET_PATCH_APPLIED,1653863664,0x6293F4F0,1430910192,0x5549F4F0,98,85,瓦,氵,18,9,7,3,bottom-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
济,U+6D4E,1678,COPIED_DATASET_PATCH_APPLIED,1636529376,0x618B74E0,1430910176,0x5549F4E0,97,85,瓜,氵,17,9,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洋,U+6D0B,1679,COPIED_DATASET_PATCH_APPLIED,509767856,0x1E6270B0,1430909104,0x5549F0B0,30,85,口,氵,12,9,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
洲,U+6D32,1680,COPIED_DATASET_PATCH_APPLIED,1168274208,0x45A27320,1430909728,0x5549F320,69,85,斤,氵,20,9,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浑,U+6D51,1681,COPIED_DATASET_PATCH_APPLIED,1688532240,0x64A4F510,1430910224,0x5549F510,100,85,生,氵,20,9,9,3,bottom-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
浓,U+6D53,1682,COPIED_DATASET_PATCH_APPLIED,1723200816,0x66B5F530,1430910256,0x5549F530,102,85,田,氵,22,9,11,3,full-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
津,U+6D25,1683,COPIED_DATASET_PATCH_APPLIED,943354448,0x383A7250,1430909520,0x5549F250,56,85,弋,氵,7,9,4,3,up-mid-down,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恃,U+6043,1684,COPIED_DATASET_PATCH_APPLIED,3067356208,0xB6D42430,1028236336,0x3D49A430,182,61,風,忄,26,9,8,3,top-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恒,U+6052,1685,COPIED_DATASET_PATCH_APPLIED,3310691616,0xC5552520,1028236576,0x3D49A520,197,61,鹵,忄,10,9,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恢,U+6062,1686,COPIED_DATASET_PATCH_APPLIED,3587188256,0xD5D02620,1028236832,0x3D49A620,213,61,龜,忄,26,9,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恍,U+604D,1687,COPIED_DATASET_PATCH_APPLIED,3224020176,0xC02AA4D0,1028236496,0x3D49A4D0,192,61,鬯,忄,5,9,5,3,top-left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恬,U+606C,1688,COPIED_DATASET_PATCH_APPLIED,153953984,0x092D26C0,1028236992,0x3D49A6C0,9,61,人,忄,5,9,10,3,left-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恤,U+6064,1689,COPIED_DATASET_PATCH_APPLIED,31532608,0x01E12640,1028236864,0x3D49A640,1,61,一,忄,28,9,2,3,left-mid-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恰,U+6070,1690,COPIED_DATASET_PATCH_APPLIED,222865152,0x0D48A700,1028237056,0x3D49A700,13,61,冂,忄,9,9,1,3,left-right,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恼,U+607C,1691,COPIED_DATASET_PATCH_APPLIED,430450624,0x19A827C0,1028237248,0x3D49A7C0,25,61,卜,忄,21,9,0,3,single,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
恨,U+6068,1692,COPIED_DATASET_PATCH_APPLIED,84616832,0x050B2680,1028236928,0x3D49A680,5,61,乙,忄,1,9,6,3,top-right-wrap,左右,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
举,U+4E3E,1693,COPIED_DATASET_PATCH_APPLIED,1057817568,0x3F0D03E0,55084000,0x034883E0,63,3,戶,丶,1,9,10,1,left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
觉,U+89C9,1694,COPIED_DATASET_PATCH_APPLIED,1891253392,0x70BA3C90,2471050384,0x93493C90,112,147,石,见,23,9,4,2,up-mid-down,上中下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
宣,U+5BA3,1695,COPIED_DATASET_PATCH_APPLIED,1151588912,0x44A3DA30,675863088,0x2848DA30,68,40,斗,宀,20,9,7,1,bottom-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
宦,U+5BA6,1696,COPIED_DATASET_PATCH_APPLIED,1203591776,0x47BD5A60,675863136,0x2848DA60,71,40,无,宀,23,9,10,1,left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
室,U+5BA4,1697,COPIED_DATASET_PATCH_APPLIED,1168923200,0x45AC5A40,675863104,0x2848DA40,69,40,斤,宀,21,9,8,1,top-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
宫,U+5BAB,1698,COPIED_DATASET_PATCH_APPLIED,1289837232,0x4CE15AB0,675863216,0x2848DAB0,76,40,欠,宀,28,9,2,1,left-mid-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
宪,U+5BAA,1699,COPIED_DATASET_PATCH_APPLIED,1272502944,0x4BD8DAA0,675863200,0x2848DAA0,75,40,木,宀,27,9,1,1,left-right,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
突,U+7A81,1700,COPIED_DATASET_PATCH_APPLIED,881510416,0x348AC810,1950926864,0x7448C810,52,116,幺,穴,17,9,5,1,top-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
穿,U+7A7F,1701,COPIED_DATASET_PATCH_APPLIED,846841840,0x3279C7F0,1950926832,0x7448C7F0,50,116,巾,穴,15,9,3,1,up-down,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
窃,U+7A83,1702,COPIED_DATASET_PATCH_APPLIED,916178992,0x369BC830,1950926896,0x7448C830,54,116,廴,穴,19,9,7,1,bottom-left-wrap,上下,True,HUMAN_REVIEW_2026_07_19_CNBE32_DRY_RUN_FORCE_PASS,evidence/agent-standard/copied-datasets/cnbe32_8105_human_force_approved_copy.json,NO_SOURCE_TABLE_WRITE,NO_DATABASE_REBUILD
